PREFIX,NEXT,SUB,ARAM,HEB,ALL
בְּ,שַׁ,שַׁ,1,1,1
בְּ,שֶׁ,שֶׁ,1,1,1
בְּ,שִׁ,שִׁ,1,1,1
בְּ,שֻׁ,שֻׁ,1,1,1
בְּ,שֹׂ,שֹׂ,1,1,1
בְּ,שָׂ,שָׂ,1,1,1
בְּ,שֵׂ,שֵׂ,1,1,1
בְּ,שַׂ,שַׂ,1,1,1
בְּ,שֶׂ,שֶׂ,1,1,1
בְּ,שִׂ,שִׂ,1,1,1
בְּ,שֻׂ,שֻׂ,1,1,1
מֵ,אֹ,אֹ,1,1,1
מֵ,אָ,אָ,1,1,1
מֵ,אֵ,אֵ,1,1,1
מֵ,אַ,אַ,1,1,1
מֵ,אֶ,אֶ,1,1,1
מֵ,אִ,אִ,1,1,1
מֵ,אֻ,אֻ,1,1,1
מֵ,אֱ,אֱ,1,1,1
מֵ,אֲ,אֲ,1,1,1
מֵ,אֳ,אֳ,1,1,1
מֵ,הֹ,הֹ,1,1,1
מֵ,הָ,הָ,1,1,1
מֵ,הֵ,הֵ,1,1,1
מֵ,הַ,הַ,1,1,1
מֵ,הֶ,הֶ,1,1,1
מֵ,הִ,הִ,1,1,1
מֵ,הֻ,הֻ,1,1,1
מֵ,הֱ,הֱ,1,1,1
מֵ,הֲ,הֲ,1,1,1
מֵ,הֳ,הֳ,1,1,1
מֵ,חֹ,חֹ,1,1,1
מֵ,חָ,חָ,1,1,1
מֵ,חֵ,חֵ,1,1,1
מֵ,חַ,חַ,1,1,1
מֵ,חֶ,חֶ,1,1,1
מֵ,חִ,חִ,1,1,1
מֵ,חֻ,חֻ,1,1,1
מֵ,חֱ,חֱ,1,1,1
מֵ,חֲ,חֲ,1,1,1
מֵ,חֳ,חֳ,1,1,1
מֵ,עֹ,עֹ,1,1,1
מֵ,עָ,עָ,1,1,1
מֵ,עֵ,עֵ,1,1,1
מֵ,עַ,עַ,1,1,1
מֵ,עֶ,עֶ,1,1,1
מֵ,עִ,עִ,1,1,1
מֵ,עֻ,עֻ,1,1,1
מֵ,עֱ,עֱ,1,1,1
מֵ,עֲ,עֲ,1,1,1
מֵ,עֳ,עֳ,1,1,1
מֵ,רֹ,רֹ,1,1,1
מֵ,רָ,רָ,1,1,1
מֵ,רֵ,רֵ,1,1,1
מֵ,רַ,רַ,1,1,1
מֵ,רֶ,רֶ,1,1,1
מֵ,רִ,רִ,1,1,1
מֵ,רֻ,רֻ,1,1,1
מֵ,רֱ,רֱ,1,1,1
מֵ,רֲ,רֲ,1,1,1
מֵ,רֳ,רֳ,1,1,1
מֵ,רְ,רְ,1,1,1
מִ,בְּ,בְּ,1,1,1
מִ,בֹּ,בֹּ,1,1,1
מִ,בָּ,בָּ,1,1,1
מִ,בֵּ,בֵּ,1,1,1
מִ,בַּ,בַּ,1,1,1
מִ,בֶּ,בֶּ,1,1,1
מִ,בִּ,בִּ,1,1,1
מִ,בֻּ,בֻּ,1,1,1
מִ,בֱּ,בֱּ,1,1,1
מִ,בֲּ,בֲּ,1,1,1
מִ,בֳּ,בֳּ,1,1,1
מִ,גְּ,גְּ,1,1,1
מִ,גֹּ,גֹּ,1,1,1
מִ,גָּ,גָּ,1,1,1
מִ,גֵּ,גֵּ,1,1,1
מִ,גַּ,גַּ,1,1,1
מִ,גֶּ,גֶּ,1,1,1
מִ,גִּ,גִּ,1,1,1
מִ,גֻּ,גֻּ,1,1,1
מִ,גֱּ,גֱּ,1,1,1
מִ,גֲּ,גֲּ,1,1,1
מִ,גֳּ,גֳּ,1,1,1
מִ,דְּ,דְּ,1,1,1
מִ,דֹּ,דֹּ,1,1,1
מִ,דָּ,דָּ,1,1,1
מִ,דֵּ,דֵּ,1,1,1
מִ,דַּ,דַּ,1,1,1
מִ,דֶּ,דֶּ,1,1,1
מִ,דִּ,דִּ,1,1,1
מִ,דֻּ,דֻּ,1,1,1
מִ,דֱּ,דֱּ,1,1,1
מִ,דֲּ,דֲּ,1,1,1
מִ,דֳּ,דֳּ,1,1,1
מִ,כְּ,כְּ,1,1,1
מִ,כֹּ,כֹּ,1,1,1
מִ,כָּ,כָּ,1,1,1
מִ,כֵּ,כֵּ,1,1,1
מִ,כַּ,כַּ,1,1,1
מִ,כֶּ,כֶּ,1,1,1
מִ,כִּ,כִּ,1,1,1
מִ,כֻּ,כֻּ,1,1,1
מִ,כֱּ,כֱּ,1,1,1
מִ,כֲּ,כֲּ,1,1,1
מִ,כֳּ,כֳּ,1,1,1
מִ,פְּ,פְּ,1,1,1
מִ,פֹּ,פֹּ,1,1,1
מִ,פָּ,פָּ,1,1,1
מִ,פֵּ,פֵּ,1,1,1
מִ,פַּ,פַּ,1,1,1
מִ,פֶּ,פֶּ,1,1,1
מִ,פִּ,פִּ,1,1,1
מִ,פֻּ,פֻּ,1,1,1
מִ,פֱּ,פֱּ,1,1,1
מִ,פֲּ,פֲּ,1,1,1
מִ,פֳּ,פֳּ,1,1,1
מִ,תְּ,תְּ,1,1,1
מִ,תֹּ,תֹּ,1,1,1
מִ,תָּ,תָּ,1,1,1
מִ,תֵּ,תֵּ,1,1,1
מִ,תַּ,תַּ,1,1,1
מִ,תֶּ,תֶּ,1,1,1
מִ,תִּ,תִּ,1,1,1
מִ,תֻּ,תֻּ,1,1,1
מִ,תֱּ,תֱּ,1,1,1
מִ,תֲּ,תֲּ,1,1,1
מִ,תֳּ,תֳּ,1,1,1
מִ,וְּ,וְ,1,1,1
מִ,וֹּ,וֹ,1,1,1
מִ,וָּ,וָ,1,1,1
מִ,וֵּ,וֵ,1,1,1
מִ,וַּ,וַ,1,1,1
מִ,וֶּ,וֶ,1,1,1
מִ,וִּ,וִ,1,1,1
מִ,וֻּ,וֻ,1,1,1
מִ,וֱּ,וֱ,1,1,1
מִ,וֲּ,וֲ,1,1,1
מִ,וֳּ,וֳ,1,1,1
מִ,זְּ,זְ,1,1,1
מִ,זֹּ,זֹ,1,1,1
מִ,זָּ,זָ,1,1,1
מִ,זֵּ,זֵ,1,1,1
מִ,זַּ,זַ,1,1,1
מִ,זֶּ,זֶ,1,1,1
מִ,זִּ,זִ,1,1,1
מִ,זֻּ,זֻ,1,1,1
מִ,זֱּ,זֱ,1,1,1
מִ,זֲּ,זֲ,1,1,1
מִ,זֳּ,זֳ,1,1,1
מִ,טְּ,טְ,1,1,1
מִ,טֹּ,טֹ,1,1,1
מִ,טָּ,טָ,1,1,1
מִ,טֵּ,טֵ,1,1,1
מִ,טַּ,טַ,1,1,1
מִ,טֶּ,טֶ,1,1,1
מִ,טִּ,טִ,1,1,1
מִ,טֻּ,טֻ,1,1,1
מִ,טֱּ,טֱ,1,1,1
מִ,טֲּ,טֲ,1,1,1
מִ,טֳּ,טֳ,1,1,1
מִ,יְּ,יְ,1,1,1
מִ,יֹּ,יֹ,1,1,1
מִ,יָּ,יָ,1,1,1
מִ,יֵּ,יֵ,1,1,1
מִ,יַּ,יַ,1,1,1
מִ,יֶּ,יֶ,1,1,1
מִ,יִּ,יִ,1,1,1
מִ,יֻּ,יֻ,1,1,1
מִ,יֱּ,יֱ,1,1,1
מִ,יֲּ,יֲ,1,1,1
מִ,יֳּ,יֳ,1,1,1
מִ,לְּ,לְ,1,1,1
מִ,לֹּ,לֹ,1,1,1
מִ,לָּ,לָ,1,1,1
מִ,לֵּ,לֵ,1,1,1
מִ,לַּ,לַ,1,1,1
מִ,לֶּ,לֶ,1,1,1
מִ,לִּ,לִ,1,1,1
מִ,לֻּ,לֻ,1,1,1
מִ,לֱּ,לֱ,1,1,1
מִ,לֲּ,לֲ,1,1,1
מִ,לֳּ,לֳ,1,1,1
מִ,מְּ,מְ,1,1,1
מִ,מֹּ,מֹ,1,1,1
מִ,מָּ,מָ,1,1,1
מִ,מֵּ,מֵ,1,1,1
מִ,מַּ,מַ,1,1,1
מִ,מֶּ,מֶ,1,1,1
מִ,מִּ,מִ,1,1,1
מִ,מֻּ,מֻ,1,1,1
מִ,מֱּ,מֱ,1,1,1
מִ,מֲּ,מֲ,1,1,1
מִ,מֳּ,מֳ,1,1,1
מִ,נְּ,נְ,1,1,1
מִ,נֹּ,נֹ,1,1,1
מִ,נָּ,נָ,1,1,1
מִ,נֵּ,נֵ,1,1,1
מִ,נַּ,נַ,1,1,1
מִ,נֶּ,נֶ,1,1,1
מִ,נִּ,נִ,1,1,1
מִ,נֻּ,נֻ,1,1,1
מִ,נֱּ,נֱ,1,1,1
מִ,נֲּ,נֲ,1,1,1
מִ,נֳּ,נֳ,1,1,1
מִ,סְּ,סְ,1,1,1
מִ,סֹּ,סֹ,1,1,1
מִ,סָּ,סָ,1,1,1
מִ,סֵּ,סֵ,1,1,1
מִ,סַּ,סַ,1,1,1
מִ,סֶּ,סֶ,1,1,1
מִ,סִּ,סִ,1,1,1
מִ,סֻּ,סֻ,1,1,1
מִ,סֱּ,סֱ,1,1,1
מִ,סֲּ,סֲ,1,1,1
מִ,סֳּ,סֳ,1,1,1
מִ,צְּ,צְ,1,1,1
מִ,צֹּ,צֹ,1,1,1
מִ,צָּ,צָ,1,1,1
מִ,צֵּ,צֵ,1,1,1
מִ,צַּ,צַ,1,1,1
מִ,צֶּ,צֶ,1,1,1
מִ,צִּ,צִ,1,1,1
מִ,צֻּ,צֻ,1,1,1
מִ,צֱּ,צֱ,1,1,1
מִ,צֲּ,צֲ,1,1,1
מִ,צֳּ,צֳ,1,1,1
מִ,קְּ,קְ,1,1,1
מִ,קֹּ,קֹ,1,1,1
מִ,קָּ,קָ,1,1,1
מִ,קֵּ,קֵ,1,1,1
מִ,קַּ,קַ,1,1,1
מִ,קֶּ,קֶ,1,1,1
מִ,קִּ,קִ,1,1,1
מִ,קֻּ,קֻ,1,1,1
מִ,קֱּ,קֱ,1,1,1
מִ,קֲּ,קֲ,1,1,1
מִ,קֳּ,קֳ,1,1,1
מִ,שְּׁ,שְׁ,1,1,1
מִ,שֹּׁ,שֹׁ,1,1,1
מִ,שָּׁ,שָׁ,1,1,1
מִ,שֵּׁ,שֵׁ,1,1,1
מִ,שַּׁ,שַׁ,1,1,1
מִ,שֶּׁ,שֶׁ,1,1,1
מִ,שִּׁ,שִׁ,1,1,1
מִ,שֻּׁ,שֻׁ,1,1,1
מִ,שֱּׁ,שֱׁ,1,1,1
מִ,שֲּׁ,שֲׁ,1,1,1
מִ,שֳּׁ,שֳׁ,1,1,1
מִ,שְּׂ,שְׂ,1,1,1
מִ,שֹּׂ,שֹׂ,1,1,1
מִ,שָּׂ,שָׂ,1,1,1
מִ,שֵּׂ,שֵׂ,1,1,1
מִ,שַּׂ,שַׂ,1,1,1
מִ,שֶּׂ,שֶׂ,1,1,1
מִ,שִּׂ,שִׂ,1,1,1
מִ,שֻּׂ,שֻׂ,1,1,1
מִ,שֱּׂ,שֱׂ,1,1,1
מִ,שֲּׂ,שֲׂ,1,1,1
מִ,שֳּׂ,שֳׂ,1,1,1
הֶ,הָ,הָ,1,1,1
הֶ,חָ,חָ,1,1,1
הֶ,חֳ,חֳ,1,1,1
הֶ,עָ,עָ,1,1,1
הָ,אֹ,אֹ,1,1,1
הָ,אָ,אָ,1,1,1
הָ,אֵ,אֵ,1,1,1
הָ,אַ,אַ,1,1,1
הָ,אֶ,אֶ,1,1,1
הָ,אִ,אִ,1,1,1
הָ,אֻ,אֻ,1,1,1
הָ,אֱ,אֱ,1,1,1
הָ,אֲ,אֲ,1,1,1
הָ,אֳ,אֳ,1,1,1
הָ,עֹ,עֹ,1,1,1
הָ,עָ,עָ,1,1,1
הָ,עֵ,עֵ,1,1,1
הָ,עַ,עַ,1,1,1
הָ,עֶ,עֶ,1,1,1
הָ,עִ,עִ,1,1,1
הָ,עֻ,עֻ,1,1,1
הָ,עֱ,עֱ,1,1,1
הָ,עֲ,עֲ,1,1,1
הָ,עֳ,עֳ,1,1,1
הָ,רֹ,רֹ,1,1,1
הָ,רָ,רָ,1,1,1
הָ,רֵ,רֵ,1,1,1
הָ,רַ,רַ,1,1,1
הָ,רֶ,רֶ,1,1,1
הָ,רִ,רִ,1,1,1
הָ,רֻ,רֻ,1,1,1
הָ,רֱ,רֱ,1,1,1
הָ,רֲ,רֲ,1,1,1
הָ,רֳ,רֳ,1,1,1
הָ,רְ,רְ,1,1,1
הַ,הֹ,הֹ,1,1,1
הַ,הָ,הָ,1,1,1
הַ,הֵ,הֵ,1,1,1
הַ,הַ,הַ,1,1,1
הַ,הֶ,הֶ,1,1,1
הַ,הִ,הִ,1,1,1
הַ,הֻ,הֻ,1,1,1
הַ,הֱ,הֱ,1,1,1
הַ,הֲ,הֲ,1,1,1
הַ,הֳ,הֳ,1,1,1
הַ,חֹ,חֹ,1,1,1
הַ,חָ,חָ,1,1,1
הַ,חֵ,חֵ,1,1,1
הַ,חַ,חַ,1,1,1
הַ,חֶ,חֶ,1,1,1
הַ,חִ,חִ,1,1,1
הַ,חֻ,חֻ,1,1,1
הַ,חֱ,חֱ,1,1,1
הַ,חֲ,חֲ,1,1,1
הַ,חֳ,חֳ,1,1,1
הַ,חְ,חְ,1,1,1
הַ,בְּ,בְ,1,1,1
הַ,בֹּ,בֹ,1,1,1
הַ,בָּ,בָ,1,1,1
הַ,בֵּ,בֵ,1,1,1
הַ,בַּ,בַ,1,1,1
הַ,בֶּ,בֶ,1,1,1
הַ,בִּ,בִ,1,1,1
הַ,בֻּ,בֻ,1,1,1
הַ,בֱּ,בֱ,1,1,1
הַ,בֲּ,בֲ,1,1,1
הַ,בֳּ,בֳ,1,1,1
הַ,גְּ,גְ,1,1,1
הַ,גֹּ,גֹ,1,1,1
הַ,גָּ,גָ,1,1,1
הַ,גֵּ,גֵ,1,1,1
הַ,גַּ,גַ,1,1,1
הַ,גֶּ,גֶ,1,1,1
הַ,גִּ,גִ,1,1,1
הַ,גֻּ,גֻ,1,1,1
הַ,גֱּ,גֱ,1,1,1
הַ,גֲּ,גֲ,1,1,1
הַ,גֳּ,גֳ,1,1,1
הַ,דְּ,דְ,1,1,1
הַ,דֹּ,דֹ,1,1,1
הַ,דָּ,דָ,1,1,1
הַ,דֵּ,דֵ,1,1,1
הַ,דַּ,דַ,1,1,1
הַ,דֶּ,דֶ,1,1,1
הַ,דִּ,דִ,1,1,1
הַ,דֻּ,דֻ,1,1,1
הַ,דֱּ,דֱ,1,1,1
הַ,דֲּ,דֲ,1,1,1
הַ,דֳּ,דֳ,1,1,1
הַ,כְּ,כְ,1,1,1
הַ,כֹּ,כֹ,1,1,1
הַ,כָּ,כָ,1,1,1
הַ,כֵּ,כֵ,1,1,1
הַ,כַּ,כַ,1,1,1
הַ,כֶּ,כֶ,1,1,1
הַ,כִּ,כִ,1,1,1
הַ,כֻּ,כֻ,1,1,1
הַ,כֱּ,כֱ,1,1,1
הַ,כֲּ,כֲ,1,1,1
הַ,כֳּ,כֳ,1,1,1
הַ,פְּ,פְ,1,1,1
הַ,פֹּ,פֹ,1,1,1
הַ,פָּ,פָ,1,1,1
הַ,פֵּ,פֵ,1,1,1
הַ,פַּ,פַ,1,1,1
הַ,פֶּ,פֶ,1,1,1
הַ,פִּ,פִ,1,1,1
הַ,פֻּ,פֻ,1,1,1
הַ,פֱּ,פֱ,1,1,1
הַ,פֲּ,פֲ,1,1,1
הַ,פֳּ,פֳ,1,1,1
הַ,תְּ,תְ,1,1,1
הַ,תֹּ,תֹ,1,1,1
הַ,תָּ,תָ,1,1,1
הַ,תֵּ,תֵ,1,1,1
הַ,תַּ,תַ,1,1,1
הַ,תֶּ,תֶ,1,1,1
הַ,תִּ,תִ,1,1,1
הַ,תֻּ,תֻ,1,1,1
הַ,תֱּ,תֱ,1,1,1
הַ,תֲּ,תֲ,1,1,1
הַ,תֳּ,תֳ,1,1,1
הַ,וְּ,וְ,1,1,1
הַ,וֹּ,וֹ,1,1,1
הַ,וָּ,וָ,1,1,1
הַ,וֵּ,וֵ,1,1,1
הַ,וַּ,וַ,1,1,1
הַ,וֶּ,וֶ,1,1,1
הַ,וִּ,וִ,1,1,1
הַ,וֻּ,וֻ,1,1,1
הַ,וֱּ,וֱ,1,1,1
הַ,וֲּ,וֲ,1,1,1
הַ,וֳּ,וֳ,1,1,1
הַ,זְּ,זְ,1,1,1
הַ,זֹּ,זֹ,1,1,1
הַ,זָּ,זָ,1,1,1
הַ,זֵּ,זֵ,1,1,1
הַ,זַּ,זַ,1,1,1
הַ,זֶּ,זֶ,1,1,1
הַ,זִּ,זִ,1,1,1
הַ,זֻּ,זֻ,1,1,1
הַ,זֱּ,זֱ,1,1,1
הַ,זֲּ,זֲ,1,1,1
הַ,זֳּ,זֳ,1,1,1
הַ,טְּ,טְ,1,1,1
הַ,טֹּ,טֹ,1,1,1
הַ,טָּ,טָ,1,1,1
הַ,טֵּ,טֵ,1,1,1
הַ,טַּ,טַ,1,1,1
הַ,טֶּ,טֶ,1,1,1
הַ,טִּ,טִ,1,1,1
הַ,טֻּ,טֻ,1,1,1
הַ,טֱּ,טֱ,1,1,1
הַ,טֲּ,טֲ,1,1,1
הַ,טֳּ,טֳ,1,1,1
הַ,יְּ,יְ,1,1,1
הַ,יֹּ,יֹ,1,1,1
הַ,יָּ,יָ,1,1,1
הַ,יֵּ,יֵ,1,1,1
הַ,יַּ,יַ,1,1,1
הַ,יֶּ,יֶ,1,1,1
הַ,יִּ,יִ,1,1,1
הַ,יֻּ,יֻ,1,1,1
הַ,יֱּ,יֱ,1,1,1
הַ,יֲּ,יֲ,1,1,1
הַ,יֳּ,יֳ,1,1,1
הַ,לְּ,לְ,1,1,1
הַ,לֹּ,לֹ,1,1,1
הַ,לָּ,לָ,1,1,1
הַ,לֵּ,לֵ,1,1,1
הַ,לַּ,לַ,1,1,1
הַ,לֶּ,לֶ,1,1,1
הַ,לִּ,לִ,1,1,1
הַ,לֻּ,לֻ,1,1,1
הַ,לֱּ,לֱ,1,1,1
הַ,לֲּ,לֲ,1,1,1
הַ,לֳּ,לֳ,1,1,1
הַ,מְּ,מְ,1,1,1
הַ,מֹּ,מֹ,1,1,1
הַ,מָּ,מָ,1,1,1
הַ,מֵּ,מֵ,1,1,1
הַ,מַּ,מַ,1,1,1
הַ,מֶּ,מֶ,1,1,1
הַ,מִּ,מִ,1,1,1
הַ,מֻּ,מֻ,1,1,1
הַ,מֱּ,מֱ,1,1,1
הַ,מֲּ,מֲ,1,1,1
הַ,מֳּ,מֳ,1,1,1
הַ,נְּ,נְ,1,1,1
הַ,נֹּ,נֹ,1,1,1
הַ,נָּ,נָ,1,1,1
הַ,נֵּ,נֵ,1,1,1
הַ,נַּ,נַ,1,1,1
הַ,נֶּ,נֶ,1,1,1
הַ,נִּ,נִ,1,1,1
הַ,נֻּ,נֻ,1,1,1
הַ,נֱּ,נֱ,1,1,1
הַ,נֲּ,נֲ,1,1,1
הַ,נֳּ,נֳ,1,1,1
הַ,סְּ,סְ,1,1,1
הַ,סֹּ,סֹ,1,1,1
הַ,סָּ,סָ,1,1,1
הַ,סֵּ,סֵ,1,1,1
הַ,סַּ,סַ,1,1,1
הַ,סֶּ,סֶ,1,1,1
הַ,סִּ,סִ,1,1,1
הַ,סֻּ,סֻ,1,1,1
הַ,סֱּ,סֱ,1,1,1
הַ,סֲּ,סֲ,1,1,1
הַ,סֳּ,סֳ,1,1,1
הַ,צְּ,צְ,1,1,1
הַ,צֹּ,צֹ,1,1,1
הַ,צָּ,צָ,1,1,1
הַ,צֵּ,צֵ,1,1,1
הַ,צַּ,צַ,1,1,1
הַ,צֶּ,צֶ,1,1,1
הַ,צִּ,צִ,1,1,1
הַ,צֻּ,צֻ,1,1,1
הַ,צֱּ,צֱ,1,1,1
הַ,צֲּ,צֲ,1,1,1
הַ,צֳּ,צֳ,1,1,1
הַ,קְּ,קְ,1,1,1
הַ,קֹּ,קֹ,1,1,1
הַ,קָּ,קָ,1,1,1
הַ,קֵּ,קֵ,1,1,1
הַ,קַּ,קַ,1,1,1
הַ,קֶּ,קֶ,1,1,1
הַ,קִּ,קִ,1,1,1
הַ,קֻּ,קֻ,1,1,1
הַ,קֱּ,קֱ,1,1,1
הַ,קֲּ,קֲ,1,1,1
הַ,קֳּ,קֳ,1,1,1
הַ,שְּׁ,שְׁ,1,1,1
הַ,שֹּׁ,שֹׁ,1,1,1
הַ,שָּׁ,שָׁ,1,1,1
הַ,שֵּׁ,שֵׁ,1,1,1
הַ,שַּׁ,שַׁ,1,1,1
הַ,שֶּׁ,שֶׁ,1,1,1
הַ,שִּׁ,שִׁ,1,1,1
הַ,שֻּׁ,שֻׁ,1,1,1
הַ,שֱּׁ,שֱׁ,1,1,1
הַ,שֲּׁ,שֲׁ,1,1,1
הַ,שֳּׁ,שֳׁ,1,1,1
הַ,שְּׂ,שְׂ,1,1,1
הַ,שֹּׂ,שֹׂ,1,1,1
הַ,שָּׂ,שָׂ,1,1,1
הַ,שֵּׂ,שֵׂ,1,1,1
הַ,שַּׂ,שַׂ,1,1,1
הַ,שֶּׂ,שֶׂ,1,1,1
הַ,שִּׂ,שִׂ,1,1,1
הַ,שֻּׂ,שֻׂ,1,1,1
הַ,שֱּׂ,שֱׂ,1,1,1
הַ,שֲּׂ,שֲׂ,1,1,1
הַ,שֳּׂ,שֳׂ,1,1,1
כֶּ,הָ,הָ,1,1,1
כֶּ,חָ,חָ,1,1,1
כֶּ,חֳ,חֳ,1,1,1
כֶּ,עָ,עָ,1,1,1
כָּ,אֹ,אֹ,1,1,1
כָּ,אָ,אָ,1,1,1
כָּ,אֵ,אֵ,1,1,1
כָּ,אַ,אַ,1,1,1
כָּ,אֶ,אֶ,1,1,1
כָּ,אִ,אִ,1,1,1
כָּ,אֻ,אֻ,1,1,1
כָּ,אֱ,אֱ,1,1,1
כָּ,אֲ,אֲ,1,1,1
כָּ,אֳ,אֳ,1,1,1
כָּ,עֹ,עֹ,1,1,1
כָּ,עָ,עָ,1,1,1
כָּ,עֵ,עֵ,1,1,1
כָּ,עַ,עַ,1,1,1
כָּ,עֶ,עֶ,1,1,1
כָּ,עִ,עִ,1,1,1
כָּ,עֻ,עֻ,1,1,1
כָּ,עֱ,עֱ,1,1,1
כָּ,עֲ,עֲ,1,1,1
כָּ,עֳ,עֳ,1,1,1
כָּ,רֹ,רֹ,1,1,1
כָּ,רָ,רָ,1,1,1
כָּ,רֵ,רֵ,1,1,1
כָּ,רַ,רַ,1,1,1
כָּ,רֶ,רֶ,1,1,1
כָּ,רִ,רִ,1,1,1
כָּ,רֻ,רֻ,1,1,1
כָּ,רֱ,רֱ,1,1,1
כָּ,רֲ,רֲ,1,1,1
כָּ,רֳ,רֳ,1,1,1
כָּ,רְ,רְ,1,1,1
כַּ,הֹ,הֹ,1,1,1
כַּ,הָ,הָ,1,1,1
כַּ,הֵ,הֵ,1,1,1
כַּ,הַ,הַ,1,1,1
כַּ,הֶ,הֶ,1,1,1
כַּ,הִ,הִ,1,1,1
כַּ,הֻ,הֻ,1,1,1
כַּ,הֱ,הֱ,1,1,1
כַּ,הֲ,הֲ,1,1,1
כַּ,הֳ,הֳ,1,1,1
כַּ,חֹ,חֹ,1,1,1
כַּ,חָ,חָ,1,1,1
כַּ,חֵ,חֵ,1,1,1
כַּ,חַ,חַ,1,1,1
כַּ,חֶ,חֶ,1,1,1
כַּ,חִ,חִ,1,1,1
כַּ,חֻ,חֻ,1,1,1
כַּ,חֱ,חֱ,1,1,1
כַּ,חֲ,חֲ,1,1,1
כַּ,חֳ,חֳ,1,1,1
כַּ,חְ,חְ,1,1,1
כַּ,בְּ,בְ,1,1,1
כַּ,בֹּ,בֹ,1,1,1
כַּ,בָּ,בָ,1,1,1
כַּ,בֵּ,בֵ,1,1,1
כַּ,בַּ,בַ,1,1,1
כַּ,בֶּ,בֶ,1,1,1
כַּ,בִּ,בִ,1,1,1
כַּ,בֻּ,בֻ,1,1,1
כַּ,בֱּ,בֱ,1,1,1
כַּ,בֲּ,בֲ,1,1,1
כַּ,בֳּ,בֳ,1,1,1
כַּ,גְּ,גְ,1,1,1
כַּ,גֹּ,גֹ,1,1,1
כַּ,גָּ,גָ,1,1,1
כַּ,גֵּ,גֵ,1,1,1
